Filename,Measure,BldgType,BldgLoc,BldgHVAC,Run Type,Cooling Capacity,Heating Capacity,Conditioned Area,Electricity Heating,Natural Gas Heating,Electricity Cooling,Electricity Fans,Unmet Hours Heating,Unmet Hours Cooling
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ13\Epr\M1-cDXGF-Base\instance0820102742\eplustbl.csv,M1,Epr,CZ13,cDXGF,Base,278979.11,325429.63,2322.43,0.0,75077.87,83572.09,177400.27,0.0,1.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ14\Epr\M1-cDXGF-Base\instance0820121759\eplustbl.csv,M1,Epr,CZ14,cDXGF,Base,271628.01,330082.38999999996,2322.43,0.0,84534.94,79940.78,185262.4,0.0,5.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ15\Epr\M1-cDXGF-Base\instance0820071049\eplustbl.csv,M1,Epr,CZ15,cDXGF,Base,306711.77999999997,302733.38999999996,2322.43,0.0,12203.09,153509.61,181608.29,0.0,10.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ16\Epr\M1-cDXGF-Base\instance0819202933\eplustbl.csv,M1,Epr,CZ16,cDXGF,Base,226675.52,322023.52999999997,2322.43,0.0,148884.63,30361.46,197154.04,0.0,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ01\Epr\M1-cDXGF-Measure\instance0819135922\eplustbl.csv,M1,Epr,CZ01,cDXGF,Measure,168225.93,296328.28,2322.43,0.0,77503.16,11432.69,68486.34,0.67,5.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ02\Epr\M1-cDXGF-Measure\instance0819151352\eplustbl.csv,M1,Epr,CZ02,cDXGF,Measure,233959.17999999996,323514.39999999997,2322.43,0.0,51938.15,38181.63,77747.08,0.33,5.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ03\Epr\M1-cDXGF-Measure\instance0819163940\eplustbl.csv,M1,Epr,CZ03,cDXGF,Measure,205040.93,292244.8,2322.43,0.0,29165.31,23043.54,72711.59,0.17,12.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ04\Epr\M1-cDXGF-Measure\instance0819180633\eplustbl.csv,M1,Epr,CZ04,cDXGF,Measure,257191.15,334147.17,2322.43,0.0,40200.93,58466.14,83368.33,0.0,31.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ05\Epr\M1-cDXGF-Measure\instance0819194700\eplustbl.csv,M1,Epr,CZ05,cDXGF,Measure,198469.01,303341.11,2322.43,0.0,25894.14,26940.41,73248.58,0.0,10.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ06\Epr\M1-cDXGF-Measure\instance0819212509\eplustbl.csv,M1,Epr,CZ06,cDXGF,Measure,205544.97999999998,275393.16,2322.43,0.0,5029.78,44974.61,75023.67,0.0,26.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ07\Epr\M1-cDXGF-Measure\instance0819231128\eplustbl.csv,M1,Epr,CZ07,cDXGF,Measure,219155.46,276470.82,2322.43,0.0,4632.86,46836.01,74892.26,0.0,17.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ08\Epr\M1-cDXGF-Measure\instance0820005636\eplustbl.csv,M1,Epr,CZ08,cDXGF,Measure,256375.52000000002,298535.77999999997,2322.43,0.0,7130.25,68357.21,80453.36,0.0,24.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ09\Epr\M1-cDXGF-Measure\instance0820025044\eplustbl.csv,M1,Epr,CZ09,cDXGF,Measure,266950.81,302037.23999999993,2322.43,0.0,9900.24,68364.32,83847.3,0.0,32.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ10\Epr\M1-cDXGF-Measure\instance0820045033\eplustbl.csv,M1,Epr,CZ10,cDXGF,Measure,273650.26,301265.2,2322.43,0.0,10506.64,74725.81,79979.39,0.0,20.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ11\Epr\M1-cDXGF-Measure\instance0820064820\eplustbl.csv,M1,Epr,CZ11,cDXGF,Measure,274262.51,333103.23000000004,2322.43,0.0,47827.62,79490.99,91294.16,8.17,82.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ12\Epr\M1-cDXGF-Measure\instance0820084330\eplustbl.csv,M1,Epr,CZ12,cDXGF,Measure,259014.94999999998,324723.62999999995,2322.43,0.0,48760.66,57710.44,83885.43,0.0,31.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ13\Epr\M1-cDXGF-Measure\instance0820102759\eplustbl.csv,M1,Epr,CZ13,cDXGF,Measure,278979.11,325429.63,2322.43,0.0,40251.01,84048.33,92734.46,0.0,83.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ14\Epr\M1-cDXGF-Measure\instance0820121826\eplustbl.csv,M1,Epr,CZ14,cDXGF,Measure,271628.01,330082.38999999996,2322.43,0.0,37434.93,80914.45,92306.92,1.33,61.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ15\Epr\M1-cDXGF-Measure\instance0820071010\eplustbl.csv,M1,Epr,CZ15,cDXGF,Measure,306711.77999999997,302733.38999999996,2322.43,0.0,3833.84,146207.84,96371.22,0.0,149.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ16\Epr\M1-cDXGF-Measure\instance0819202905\eplustbl.csv,M1,Epr,CZ16,cDXGF,Measure,226675.52,322023.52999999997,2322.43,0.0,82697.45,32496.77,95655.65,69.33,16.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ01\Epr\M1-cDXHP-Base\instance0819135926\eplustbl.csv,M1,Epr,CZ01,cDXHP,Base,244939.97000000003,253631.03000000003,2322.43,40309.41,0.0,9953.29,146498.59,35.33,2.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ02\Epr\M1-cDXHP-Base\instance0819151354\eplustbl.csv,M1,Epr,CZ02,cDXHP,Base,276243.34,283517.56,2322.43,29381.13,0.0,32769.41,163996.49,26.67,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ03\Epr\M1-cDXHP-Base\instance0819163946\eplustbl.csv,M1,Epr,CZ03,cDXHP,Base,260512.15,268729.5,2322.43,15407.41,0.0,19235.31,156983.87,10.33,7.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ04\Epr\M1-cDXHP-Base\instance0819180637\eplustbl.csv,M1,Epr,CZ04,cDXHP,Base,292352.59,298821.58,2322.43,25705.45,0.0,54149.81,173656.42,20.0,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ05\Epr\M1-cDXHP-Base\instance0819194703\eplustbl.csv,M1,Epr,CZ05,cDXHP,Base,266181.41,274834.42,2322.43,15795.22,0.0,22270.66,160245.52,15.83,6.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ06\Epr\M1-cDXHP-Base\instance0819212518\eplustbl.csv,M1,Epr,CZ06,cDXHP,Base,265488.86,273682.25,2322.43,3158.09,0.0,38278.58,164749.31,0.17,15.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ07\Epr\M1-cDXHP-Base\instance0819231137\eplustbl.csv,M1,Epr,CZ07,cDXHP,Base,266737.18,274604.08999999997,2322.43,2630.2,0.0,40732.32,164813.04,0.0,12.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ08\Epr\M1-cDXHP-Base\instance0820005636\eplustbl.csv,M1,Epr,CZ08,cDXHP,Base,283256.76999999996,290617.47,2322.43,4541.14,0.0,62363.59,172664.23,0.67,1.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ09\Epr\M1-cDXHP-Base\instance0820025050\eplustbl.csv,M1,Epr,CZ09,cDXHP,Base,289739.3,296701.69999999995,2322.43,6195.09,0.0,63462.31,177684.41,1.5,1.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ10\Epr\M1-cDXHP-Base\instance0820045050\eplustbl.csv,M1,Epr,CZ10,cDXHP,Base,284403.98000000004,289516.41000000003,2322.43,7122.5,0.0,70213.84,171361.83,2.5,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ11\Epr\M1-cDXHP-Base\instance0820064831\eplustbl.csv,M1,Epr,CZ11,cDXHP,Base,297926.75,304967.47000000003,2322.43,24445.92,0.0,78500.8,178298.57,6.5,0.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ12\Epr\M1-cDXHP-Base\instance0820084331\eplustbl.csv,M1,Epr,CZ12,cDXHP,Base,285678.30000000005,291881.24,2322.43,24708.32,0.0,53388.94,169289.73,14.0,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ13\Epr\M1-cDXHP-Base\instance0820102808\eplustbl.csv,M1,Epr,CZ13,cDXHP,Base,295726.01,302362.42,2322.43,19884.65,0.0,83780.68,177400.24,5.0,1.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ14\Epr\M1-cDXHP-Base\instance0820121827\eplustbl.csv,M1,Epr,CZ14,cDXHP,Base,304636.14,311823.43,2322.43,25606.73,0.0,80479.42,185262.18,15.0,1.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ15\Epr\M1-cDXHP-Base\instance0820070935\eplustbl.csv,M1,Epr,CZ15,cDXHP,Base,307358.75,310003.1,2322.43,3019.39,0.0,153533.44,181608.29,0.33,10.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ16\Epr\M1-cDXHP-Base\instance0819202839\eplustbl.csv,M1,Epr,CZ16,cDXHP,Base,313653.04,319690.91,2322.43,53645.15,0.0,30168.48,197153.86,13.0,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ01\Epr\M1-cDXHP-Measure\instance0819135928\eplustbl.csv,M1,Epr,CZ01,cDXHP,Measure,244939.97000000003,253631.03000000003,2322.43,19894.43,0.0,11245.95,68488.11,14.67,5.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ02\Epr\M1-cDXHP-Measure\instance0819151401\eplustbl.csv,M1,Epr,CZ02,cDXHP,Measure,276243.34,283517.56,2322.43,14229.74,0.0,38059.95,77746.95,11.83,5.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ03\Epr\M1-cDXHP-Measure\instance0819163953\eplustbl.csv,M1,Epr,CZ03,cDXHP,Measure,260512.15,268729.5,2322.43,7166.16,0.0,22980.67,72711.55,0.5,12.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ04\Epr\M1-cDXHP-Measure\instance0819180638\eplustbl.csv,M1,Epr,CZ04,cDXHP,Measure,292352.59,298821.58,2322.43,11514.54,0.0,58841.87,83363.47,8.67,26.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ05\Epr\M1-cDXHP-Measure\instance0819194715\eplustbl.csv,M1,Epr,CZ05,cDXHP,Measure,266181.41,274834.42,2322.43,6533.29,0.0,26933.11,73248.14,3.67,10.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ06\Epr\M1-cDXHP-Measure\instance0819212536\eplustbl.csv,M1,Epr,CZ06,cDXHP,Measure,265488.86,273682.25,2322.43,1185.24,0.0,43451.07,75023.47,0.0,26.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ07\Epr\M1-cDXHP-Measure\instance0819231144\eplustbl.csv,M1,Epr,CZ07,cDXHP,Measure,266737.18,274604.08999999997,2322.43,1092.17,0.0,45608.83,74893.06,0.0,17.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ08\Epr\M1-cDXHP-Measure\instance0820005650\eplustbl.csv,M1,Epr,CZ08,cDXHP,Measure,283256.76999999996,290617.47,2322.43,1738.27,0.0,67921.44,80453.3,0.0,25.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ09\Epr\M1-cDXHP-Measure\instance0820025051\eplustbl.csv,M1,Epr,CZ09,cDXHP,Measure,289739.3,296701.69999999995,2322.43,2454.04,0.0,68227.49,83845.23,0.17,32.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ10\Epr\M1-cDXHP-Measure\instance0820045055\eplustbl.csv,M1,Epr,CZ10,cDXHP,Measure,284403.98000000004,289516.41000000003,2322.43,2650.7,0.0,74689.79,79978.48,0.0,19.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ11\Epr\M1-cDXHP-Measure\instance0820064834\eplustbl.csv,M1,Epr,CZ11,cDXHP,Measure,297926.75,304967.47000000003,2322.43,13181.3,0.0,79853.26,91290.46,9.33,82.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ12\Epr\M1-cDXHP-Measure\instance0820084346\eplustbl.csv,M1,Epr,CZ12,cDXHP,Measure,285678.30000000005,291881.24,2322.43,13011.92,0.0,57760.1,83885.89,4.33,31.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ13\Epr\M1-cDXHP-Measure\instance0820102813\eplustbl.csv,M1,Epr,CZ13,cDXHP,Measure,295726.01,302362.42,2322.43,10748.71,0.0,84258.16,92734.22,1.33,83.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ14\Epr\M1-cDXHP-Measure\instance0820121828\eplustbl.csv,M1,Epr,CZ14,cDXHP,Measure,304636.14,311823.43,2322.43,11468.85,0.0,81469.94,92306.04,8.5,57.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ15\Epr\M1-cDXHP-Measure\instance0820070853\eplustbl.csv,M1,Epr,CZ15,cDXHP,Measure,307358.75,310003.1,2322.43,956.3,0.0,146228.96,96370.02,0.0,149.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ16\Epr\M1-cDXHP-Measure\instance0819202810\eplustbl.csv,M1,Epr,CZ16,cDXHP,Measure,313653.04,319690.91,2322.43,30366.11,0.0,32353.78,95657.2,79.17,16.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ01\Epr\M1-cPTAC-Base\instance0819135907\eplustbl.csv,M1,Epr,CZ01,cPTAC,Base,168225.93,23526.95,2322.43,0.0,0.0,9494.17,146255.35,4519.83,1.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ02\Epr\M1-cPTAC-Base\instance0819151330\eplustbl.csv,M1,Epr,CZ02,cPTAC,Base,233959.17999999996,25449.43,2322.43,0.0,0.06,31936.68,163842.66,3045.5,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ03\Epr\M1-cPTAC-Base\instance0819163920\eplustbl.csv,M1,Epr,CZ03,cPTAC,Base,205040.93,23439.68,2322.43,0.0,0.0,18902.28,156886.09,2413.0,7.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ04\Epr\M1-cPTAC-Base\instance0819180550\eplustbl.csv,M1,Epr,CZ04,cPTAC,Base,257191.15,26541.45,2322.43,0.0,0.0,52977.92,173525.49,2635.17,2.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ05\Epr\M1-cPTAC-Base\instance0819194638\eplustbl.csv,M1,Epr,CZ05,cPTAC,Base,198469.01,24000.62,2322.43,0.0,0.0,21575.47,160139.98,2331.5,6.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ06\Epr\M1-cPTAC-Base\instance0819212439\eplustbl.csv,M1,Epr,CZ06,cPTAC,Base,205544.97999999998,24670.69,2322.43,0.0,0.0,39523.37,164726.51,626.0,15.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ07\Epr\M1-cPTAC-Base\instance0819231059\eplustbl.csv,M1,Epr,CZ07,cPTAC,Base,219155.46,24796.71,2322.43,0.0,0.0,41767.36,164793.9,515.0,12.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ08\Epr\M1-cPTAC-Base\instance0820005558\eplustbl.csv,M1,Epr,CZ08,cPTAC,Base,256375.52000000002,25712.18,2322.43,0.0,0.0,62528.1,172634.68,824.0,1.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ09\Epr\M1-cPTAC-Base\instance0820024957\eplustbl.csv,M1,Epr,CZ09,cPTAC,Base,266950.81,25729.91,2322.43,0.0,0.0,63234.0,177644.19,1063.5,1.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ10\Epr\M1-cPTAC-Base\instance0820045003\eplustbl.csv,M1,Epr,CZ10,cPTAC,Base,273650.26,24956.01,2322.43,0.0,0.0,69825.27,171318.91,1110.5,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ11\Epr\M1-cPTAC-Base\instance0820064737\eplustbl.csv,M1,Epr,CZ11,cPTAC,Base,274262.51,26676.89,2322.43,0.0,1.71,77578.43,178169.22,2392.0,0.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ12\Epr\M1-cPTAC-Base\instance0820084256\eplustbl.csv,M1,Epr,CZ12,cPTAC,Base,259014.94999999998,26113.16,2322.43,0.0,0.02,52770.37,169163.71,2541.83,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ13\Epr\M1-cPTAC-Base\instance0820102706\eplustbl.csv,M1,Epr,CZ13,cPTAC,Base,278979.11,26497.73,2322.43,0.0,0.0,83160.28,177294.47,2181.17,1.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ14\Epr\M1-cPTAC-Base\instance0820121728\eplustbl.csv,M1,Epr,CZ14,cPTAC,Base,271628.01,26008.8,2322.43,0.0,1.63,79288.13,185110.31,2362.0,5.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ15\Epr\M1-cPTAC-Base\instance0820071157\eplustbl.csv,M1,Epr,CZ15,cPTAC,Base,306711.77999999997,25983.54,2322.43,0.0,0.0,153333.14,181590.43,508.33,10.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ16\Epr\M1-cPTAC-Base\instance0819203022\eplustbl.csv,M1,Epr,CZ16,cPTAC,Base,226675.52,25824.91,2322.43,0.0,25.58,29641.16,196866.49,3606.17,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ01\Epr\M1-cPTAC-Measure\instance0819135909\eplustbl.csv,M1,Epr,CZ01,cPTAC,Measure,168225.93,23526.95,2322.43,0.0,0.0,10901.05,74010.84,3292.67,4.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ02\Epr\M1-cPTAC-Measure\instance0819151331\eplustbl.csv,M1,Epr,CZ02,cPTAC,Measure,233959.17999999996,25449.43,2322.43,0.0,0.04,37539.6,81262.72,2072.67,5.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ03\Epr\M1-cPTAC-Measure\instance0819163926\eplustbl.csv,M1,Epr,CZ03,cPTAC,Measure,205040.93,23439.68,2322.43,0.0,0.0,22799.35,74478.65,1424.83,12.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ04\Epr\M1-cPTAC-Measure\instance0819180610\eplustbl.csv,M1,Epr,CZ04,cPTAC,Measure,257191.15,26541.45,2322.43,0.0,0.0,57815.89,86525.83,1633.17,31.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ05\Epr\M1-cPTAC-Measure\instance0819194642\eplustbl.csv,M1,Epr,CZ05,cPTAC,Measure,198469.01,24000.62,2322.43,0.0,0.0,26454.91,75118.86,1301.0,10.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ06\Epr\M1-cPTAC-Measure\instance0819212440\eplustbl.csv,M1,Epr,CZ06,cPTAC,Measure,205544.97999999998,24670.69,2322.43,0.0,0.0,44885.48,75047.27,323.67,26.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ07\Epr\M1-cPTAC-Measure\instance0819231105\eplustbl.csv,M1,Epr,CZ07,cPTAC,Measure,219155.46,24796.71,2322.43,0.0,0.0,46752.55,74875.78,284.0,17.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ08\Epr\M1-cPTAC-Measure\instance0820005609\eplustbl.csv,M1,Epr,CZ08,cPTAC,Measure,256375.52000000002,25712.18,2322.43,0.0,0.0,68161.9,80632.34,390.0,25.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ09\Epr\M1-cPTAC-Measure\instance0820025017\eplustbl.csv,M1,Epr,CZ09,cPTAC,Measure,266950.81,25729.91,2322.43,0.0,0.0,68126.8,84466.33,557.17,31.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ10\Epr\M1-cPTAC-Measure\instance0820045007\eplustbl.csv,M1,Epr,CZ10,cPTAC,Measure,273650.26,24956.01,2322.43,0.0,0.0,74444.97,80562.92,559.67,20.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ11\Epr\M1-cPTAC-Measure\instance0820064748\eplustbl.csv,M1,Epr,CZ11,cPTAC,Measure,274262.51,26676.89,2322.43,0.0,1.03,78989.63,94720.12,1738.17,82.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ12\Epr\M1-cPTAC-Measure\instance0820084302\eplustbl.csv,M1,Epr,CZ12,cPTAC,Measure,259014.94999999998,26113.16,2322.43,0.0,0.0,57261.61,87717.05,1882.0,31.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ13\Epr\M1-cPTAC-Measure\instance0820102730\eplustbl.csv,M1,Epr,CZ13,cPTAC,Measure,278979.11,26497.73,2322.43,0.0,0.0,83715.42,96313.15,1652.67,83.33
